name,city,state,star,address,bid,zip,review,thur,fri,wed,tue,mon,sat,sun
Panda Express,Boulder City,NV,3,1617 Nevada Hwy,JM9LVlM_o3k_CbCErIQYAg,89005,21,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
Aladdin's Eatery,Pittsburgh,PA,4,630 Washington Rd,8edTRAKWTzd0B_sfb8ekeQ,15228,118,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,0:0-0:0,11:0-22:0,11:0-20:0
Mustard Seed Market & Cafe,Akron,OH,4,3885 West Market St,AeVIll2J4OdgT2FX-2oXxg,44303,129,11:0-20:0,11:0-21:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-21:0,10:30-15:0
Starbucks,Medina,OH,3,897 North Court Street,pUd7qRjyWF-L5LysG4TwqA,44256,26,5:0-22:30,5:0-22:30,5:0-22:0,5:0-22:0,5:0-22:0,6:0-22:30,5:0-22:0
TGI Fridays,Pittsburgh,PA,2.5,1027 Fifth Ave,7hDLmP8WRdIpb5Bqzv1nwQ,15219,42,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-22:0
Taco Bell,Henderson,NV,2.5,199 N Pecos Rd,PBghJox_ZpSSa2nWyYuxpw,89074,19,7:0-0:0,7:0-1:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-1:0,7:0-0:0
Great Lakes Mall,Mentor,OH,3,"7850 Mentor Ave, Ste 250",EeM2Zfji_KrjcQorUgG74A,44060,23,8:0-23:0,8:0-23:0,8:0-23:0,7:0-21:0,10:0-20:0,7:0-23:0,7:0-18:0
Tuvalu Coffehouse & Gallery,Verona,WI,4,300 S Main St,gNeiLxkopO1FgN4mjDESsA,53593,46,6:30-17:0,6:30-17:0,6:30-17:0,6:30-17:0,6:30-17:0,6:30-17:0,7:30-17:0
Popeyes Louisiana Kitchen,North Las Vegas,NV,2,605 W Craig Rd,byOhOn25YXJf863vP4e6vw,89032,72,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0
Taco Bell,Phoenix,AZ,2.5,4815 East Warner,MvVCSyFIpmKKV8URk0HWIQ,85044,13,7:0-23:0,7:0-0:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-0:0,7:0-23:0
Bankers Raw Bar,Charlotte,NC,3,200 W Woodlawn Rd,ykNux6Q2Fpo4iCNi93aHdQ,28217,24,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0
Thrifty Ice Cream,Las Vegas,NV,3.5,"5040 Boulder Hwy, Ste 110",Z3y47L3EY-axAEVbwmXZaA,89122,28,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
Pulp Juice And Smoothie Bar,Rock Hill,SC,4.5,1525 Celanese Rd.,TzFUNrtaGcIiqPnQRLpYfw,29732,20,7:0-21:0,7:0-21:0,7:0-21:0,9:0-16:0,0:0-0:0,9:0-15:0,9:0-20:0
Silver Bullet Diner,Charlotte,NC,3.5,6003 Albemarle Rd,#NAME?,28212,20,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,0:0-0:0,6:30-21:0,6:30-15:0
Public House,Las Vegas,NV,3,3900 Las Vegas Blvd S,KaGZE0_o1EmmSN4Fo_cpUw,89119,259,16:0-22:0,16:0-23:0,16:0-22:0,16:0-22:0,16:0-22:0,12:0-23:0,12:0-22:0
Jersey Mike's Subs,Goodyear,AZ,3.5,"1550 North Dysart Rd, Ste B-7",6kbYT0iLV6ykrIgFTmhxWg,85395,49,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
Famous Gyro George,Maple Heights,OH,2.5,5170 Northfield Rd,UWDpCNf1-WeYh_iigBhQaw,44137,14,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Costco Gas & Fuel,Chandler,AZ,4.5,595 S Galleria Way,z1GNnS_RaXNEyB6EpGc5Aw,85226,10,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-19:0,7:0-19:0
Del Taco,Peoria,AZ,2,9171 W Peoria Ave,wPUHSa0nVxADt2gFsqnn4w,85345,19,7:0-23:0,7:0-0:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-0:0,7:0-23:0
Poppy's Bagels & More,Charlotte,NC,4,"2921 Providence Rd, Ste 102",ofpuVYCw6VCkybFVIdwYEQ,28211,234,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,7:0-15:0,7:0-15:0
McDonald's,Monroeville,PA,1.5,3760 William Penn Hwy,UTodxk-Mjmvf_Zc7f5pdTw,15146,12,5:0-23:0,5:0-0:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-0:0,5:0-23:0
Church's Chicken,Las Vegas,NV,2.5,4800 E Flamingo Rd,Wyc49dq1r5uMqBl9bHVPAw,89121,24,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0
Sofia's Pizza,Las Vegas,NV,2,"5645 S Eastern Ave, Ste 1",5xX1Eb4fBoUr53OJkgRHRQ,89136,121,10:0-0:0,10:0-2:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-2:0,10:0-0:0
Piggly Wiggly,Waunakee,WI,3,205 N Holiday Dr,MbmuByfu-M5EfazDSDqbnA,53597,12,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0
Wendy's,Pittsburgh,PA,1.5,4524 Browns Hill Rd,lRfteK8D_8pfoFTk4ZuOqw,15217,18,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
El Pollo Loco,Peoria,AZ,3,10000 W Happy Valley Rd,UHlHCV8chJYLHA-C4YeLnA,85383,46,10:0-22:0,9:30-21:30,10:0-22:0,10:0-22:0,10:0-22:0,9:30-21:30,10:0-21:30
Chipotle Mexican Grill,Pittsburgh,PA,2.5,509 Clairton Blvd,BoTb3FqOsJaFe_koVfyGbw,15236,41,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
Wendy's,Charlotte,NC,2,4335 Park Rd,AY19WQ4S096AVPV6YeB9sQ,28209,18,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Orrman's Cheese Shop,Charlotte,NC,4.5,224 E 7th St,Rs-VhTqmuAdHg3CGGUr4Dg,28202,53,11:0-20:0,11:0-21:0,11:0-16:0,11:0-20:0,0:0-0:0,8:30-21:0,9:30-17:0
McDonald's,Peoria,AZ,1.5,10785 W Olive Ave,ARv0G6t1wA2ZHBQIsFERQw,85345,14,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Su Vino Winery,Scottsdale,AZ,4,"7330 E Main St, Ste 105",1kfUwCNufdkEtxOOo6CDLA,85251,256,12:0-20:0,12:0-22:0,12:0-20:0,12:0-20:0,0:0-0:0,12:0-20:0,12:0-18:0
Water N Ice,Phoenix,AZ,4,"8129 N 35th Ave, Ste 1",dq36AQPI2QsydKLXTnzb1A,85051,11,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Yorky's,Las Vegas,NV,4.5,5325 S Fort Apache Rd,2PgyKR_A92izBnf2JRVA6w,89148,31,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0
Jackson's Cafeteria,Gastonia,NC,3,1453 E Franklin Blvd,FqEJClYmHg05ejfV7Znr9Q,28054,12,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-14:0
Bad Daddy's Burger Bar,Huntersville,NC,4,"8625 Lindholm Dr, Ste A",Pk6A3Pqs6_qPLNevdADrDg,28078,222,11:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,8:0-23:0,8:0-22:0
See's Candies,Peoria,AZ,5,9784 W Northern Ave,YGyBLtnEsc9KEgqC4oWngA,85345,13,11:0-19:0,10:0-20:0,11:0-19:0,11:0-19:0,11:0-19:0,10:0-20:0,12:0-18:0
Cafe Cultivate,Phoenix,AZ,5,5025 E Washington St,OmJ0z1Vu0prxkfTROQ5KwQ,85034,18,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,0:0-0:0,CLOSED,CLOSED
Off Broadway Drafthouse,Madison,WI,4,5404 Raywood Rd,krsjoEks-XF-PLKjOJW66A,53713,74,11:0-0:0,11:0-1:0,11:0-0:0,11:0-0:0,CLOSED,11:0-1:0,11:0-0:0
Panera Bread,Charlotte,NC,3.5,9321 Jw Clay Blvd,OqhMk3pIe-q-_ixiC6TNjw,28262,66,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,7:0-22:0
Rocket Fizz Soda Pop And Candy Shop,Cleveland,OH,4.5,"530 Euclid Ave, Ste 22B",hZLdSnk3cpp5R4tIxR9NzA,44115,34,10:30-20:0,10:30-23:0,10:30-20:0,10:30-20:0,0:0-0:0,10:30-23:0,10:30-20:0
Rumi's Market and Deli,Cleveland,OH,3,8225 Carnegie Ave,zYbEKtLeosxhTzF4zSRIyA,44103,21,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,10:0-19:0
Cravings Cafe,Rocky River,OH,4,19701 Lake Rd,_4qndNOqaB-dDIPCI2MkCg,44116,65,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-21:0
Jack in the Box,Peoria,AZ,3,9840 W Happy Valley Rd,qy2uJwO1D8pT96SwGY3ubg,85383,14,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Yojie Japanese Fondue,Las Vegas,NV,4.5,"9440 W Sahara Ave, Ste 175",0xvdC8F0HmFpAFkJk6nXLg,89117,416,17:0-22:0,11:30-23:0,17:0-22:0,17:0-22:0,0:0-0:0,11:30-23:0,11:30-22:0
Taco Bell,Tega Cay,SC,2.5,2453 HWY 160,nSD-uxCMb745bH3dxoko9Q,29708,27,7:0-1:30,7:0-2:30,7:0-1:30,7:0-1:30,7:0-1:30,7:0-2:30,7:0-1:30
Starbucks,Pittsburgh,PA,4,7707 McKnight Rd,A-OvzL1cssAoFQ-TMRUpBQ,15237,12,5:0-22:30,5:30-22:30,5:0-22:0,5:0-22:0,5:0-22:0,5:30-21:30,5:0-22:0
Panda Express,Chandler,AZ,2,2905 W Ray Rd,DI6WQYe8tSigjzlmMYMpkw,85224,73,10:0-21:30,10:0-22:0,10:0-21:30,10:0-21:30,10:0-21:30,10:0-22:0,10:0-21:30
Chipotle Mexican Grill,Charlotte,NC,2.5,"4400 Sharon Rd, Space G41",9pJi6KG-GHZILKA_r9uZvQ,28211,43,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0
Yogurt Vi,North Olmsted,OH,3,148 Great Northern Mall,3MGtGtuRTtWaoZx-7pwC_g,44070,11,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:0
Moe's Tavern,Cleveland,OH,4.5,1740 E 17th St,32DUrg5Thezf1eGsWK6Gdw,44114,20,16:0-2:30,16:0-2:30,16:0-2:30,16:0-2:30,0:0-0:0,8:0-2:30,16:0-2:30
Arcade Pizza,Cleveland,OH,3.5,5319 Broadway Ave,rwKSKNRKXVERaltnjVltEA,44127,22,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0
Wendy's,Charlotte,NC,2,10365 Park Rd,wAq7H1WDWdClOxh_MMJhZQ,28210,10,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Rite Aid,Pittsburgh,PA,3,1700 Murray Ave,hf_6wAfO9h7HN-P3bUr2MA,15217,20,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Jody Maroni's Sausage Kingdom,Phoenix,AZ,2,3400 Sky Harbor Blvd,Q17zQBhfq9AKmvSmhDhjlA,85034,23,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Sabatino's Authentic NY Pizzeria,Las Vegas,NV,3.5,7660 W Cheyenne Ave,zY6f_cFY8HTI3hLlJj3SOg,89129,250,10:30-21:0,10:30-22:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-22:0,13:0-21:0
Old Town Local,Scottsdale,AZ,4.5,"3902 N Brown Ave, Ste 101",pYCL6rjrQ6_PRLaE5NmKNQ,85251,32,12:0-18:0,11:0-19:0,12:0-18:0,12:0-18:0,0:0-0:0,8:0-20:0,11:0-18:0
Mekong Supermarket,Mesa,AZ,4,"66 S Dobson Rd, Ste 132",kVXq3urVLGynJiWOiDyNWw,85202,186,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
Chipotle Mexican Grill,Charlotte,NC,3,2109 South Blvd,OYB1niC3P2qP8Jf0bigB7A,28203,108,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
In-N-Out Burger,Las Vegas,NV,4,1960 Rock Springs Dr,#NAME?,89128,191,10:30-1:0,10:30-1:30,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:30,10:30-1:0
Cool Beans Taco Truck,Pittsburgh,PA,3.5,500 E North Ave,uxRBduJIbkY5FFfJCVVdVQ,15212,11,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,CLOSED
Wendy's,Henderson,NV,2.5,400 S Boulder Hwy,ouTdW9cEZoer60mENUesPQ,89015,17,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Fitness Factory,Pittsburgh,PA,4,212 S Highland Ave,fFvCQoOEb4IW-FqpTO2Z-A,15206,21,7:0-21:0,7:0-20:0,7:0-21:0,7:0-21:0,7:0-21:0,9:0-16:0,9:0-16:0
Dunkin' Donuts,Fort Mill,SC,2,5009 Lake Vista Dr,QBRi0JFPZ1SQT0O14hg9xA,29708,34,5:0-21:0,5:0-22:0,5:0-21:0,5:0-21:0,5:0-21:0,6:0-22:0,6:0-21:0
The Original Rainbow Donuts,Phoenix,AZ,4.5,15834 N Cave Creek Rd,ZOpiqtjJlcC8-VctNHE8xg,85032,105,4:0-15:0,4:0-15:0,4:0-15:0,4:0-15:0,4:0-15:0,4:0-14:0,4:0-14:0
The Mad Batter Cafe & Bakery,Henderson,NV,4,"709 E Horizon Dr, Ste 100",3tSCyhkRIa7-drYrG5_6uA,89015,365,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-13:0,7:0-15:0,7:0-14:0
Jack In The Box,Tempe,AZ,3,850 E Guadalupe Rd,npVGM0e3IxTn_pILRA_JQg,85283,18,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Michael's Restaurant & Bar,Rocky River,OH,4,19797 Detroit Rd,h1GpQF2iG3pvQ7DLTE2puw,44116,70,7:0-21:0,7:0-22:0,7:0-21:0,7:0-21:0,7:0-16:0,7:0-22:0,7:0-21:0
Pour Jo Coffee,Phoenix,AZ,5,,ugWwh6vZSIJ0dMXWhunJ0w,85044,25,6:0-13:0,6:0-13:0,6:0-13:0,6:0-13:0,0:0-0:0,6:0-13:0,CLOSED
Sweet Frog Premium Frozen Yogurt,Stow,OH,4,3030 Graham Rd,2KRtU-P3KT9SVAlIkGd6VA,44224,17,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Vegas Discount Nutrition Superstores,Phoenix,AZ,4.5,"288 E Greenway Pkwy, Ste 104",DDHT5ui2j7iHdnmgbkDguQ,85022,17,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,9:0-19:0,9:0-19:0
McDonald's,Goodyear,AZ,1.5,632 N Estrella Pkwy,h2ibhoNQP4kLssMp2OuzLA,85338,79,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Flippin' Rice,Gilbert,AZ,4.5,620 N Larkspur St,EaUX_SXfGlUMKI81OTaXGg,85234,15,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Sonic Drive-In,Las Vegas,NV,2.5,2082 E Warm Springs,ccd6w9w81PUBmtV1DFXgig,89119,113,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Golden Cow Creamery,Charlotte,NC,4,720 Governor Morrison St,OGkpTgu4BGPW4nzl7IbmAA,28211,31,13:0-22:0,13:0-22:0,13:0-21:0,13:0-21:0,0:0-0:0,13:0-22:0,13:0-21:0
Creole Cajun Bistro,Chandler,AZ,4,"5070 S Gilbert Rd, Ste 400",GYbkinu-02gQwxBAdIuGAA,85249,286,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,0:0-0:0,11:0-22:0,11:0-19:0
Panera Bread,Pittsburgh,PA,2.5,136 Bakery Square Boulevard,tmCLmE3yfILnCC1EwhJ8gA,15206,37,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,6:30-21:0,7:0-21:0,7:0-20:0
McDonald's,Mesa,AZ,2,1250 S Country Club,f48ilIDSfNyIJFuTIayBhQ,85210,38,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Harris Teeter,Charlotte,NC,3.5,8538 Park Rd,pKreEGtnI4osKT7gWcQL2Q,28210,23,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Huntridge Pharmacy,Las Vegas,NV,4,1144 E Charleston Blvd,0tnZj3GkhKxPd9hT3HXt5A,89104,55,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,CLOSED,CLOSED
Fruitlicious,Phoenix,AZ,1.5,3424 W Southern Ave,g7EXpsDsd-xLQVajvEUnrg,85339,11,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Sprouts Cafe,Gastonia,NC,4,1012 S New Hope Rd,0JoteSDMdGJSgYzk60vSdQ,28054,46,11:0-18:0,9:0-19:0,11:0-15:0,11:0-15:0,CLOSED,9:0-19:0,10:0-15:0
Firehouse Subs,Charlotte,NC,4,"8516 S Tryon St, Ste 105",WKK4pVmSvlZu-oUT63fwNQ,28273,18,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,11:0-21:0
RIPE Personal Chef Services,Scottsdale,AZ,5,"7349 North VÃƒÂ­a Paseo Del Sur, Ste 515",QslPuoWMPvmvaCZWp-ZDbQ,85258,27,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,0:0-0:0,10:0-14:0,10:0-14:0
Honeymoon Sweets,Tempe,AZ,4,"606 W Southern Ave, Ste 1",KXGkJy-s9W1re2sXqSqoiA,85282,162,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-15:0,CLOSED
Wendy's,Phoenix,AZ,2.5,12630 N Tatum Blvd,gkIyPrNGpF4EGqoYWe2KBQ,85032,31,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Jimmy John's,Gilbert,AZ,2.5,"1981 E Pecos Rd, Ste 103",Q_QpQEdQTaXk0legy9wWmg,85297,24,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,CLOSED,10:0-22:0
Summit Coffee,Davidson,NC,4,128 S Main St,VTHvQmIJ5HabK5iDXxdllQ,28036,119,6:0-23:0,6:0-23:0,6:0-23:0,6:0-22:0,6:0-22:0,6:0-23:0,7:0-17:0
Starbucks,Glendale,AZ,2.5,"6649 W. Peoria Avenue, 1",kpsi3RgqZ7D54M5T2hINJA,85302,67,4:0-22:0,4:0-22:0,4:0-21:30,4:0-21:30,4:0-21:30,4:0-21:30,4:0-21:30
Starbucks,Las Vegas,NV,3,"8975 S. Eastern Avenue, #A",YzuWj3u9BZRpxNmd1Cv3QA,89123,180,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Dunkin' Donuts,Goodyear,AZ,3,211 N Estrella Pkwy,7gZD1Eu_1LlK8rCcZ4HCLg,85338,20,4:0-22:0,4:0-22:0,4:0-22:0,4:0-22:0,4:0-22:0,4:0-22:0,4:0-22:0
Alto Vineyards,Champaign,IL,4,4210 N Duncan Rd,M8G8S2takaE_NOVutGzEkg,61822,15,12:0-18:0,12:0-20:0,12:0-18:0,12:0-18:0,CLOSED,12:0-20:0,12:0-18:0
Denny's,Las Vegas,NV,3,5045 W Tropicana,J1MVP1oGbBnKVqriX4HDuQ,89103,108,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
El Hefe,Scottsdale,AZ,3,4425 N Saddlebag Trl,0jAexNHRHhkQv4zNYqenBA,85251,383,16:0-2:0,16:0-2:0,16:0-2:0,6:0-0:0,20:0-2:0,11:0-2:0,11:0-2:0
Bruegger's Bagels,Charlotte,NC,3,"8706 Pineville-Matthews Rd, Ste 100",XRT9dhzPS1n9iqmb_8eJjw,28226,37,5:30-16:0,5:30-16:0,5:30-16:0,5:30-16:0,5:30-16:0,6:0-16:0,6:0-16:0
Jack in the Box,Las Vegas,NV,2,4970 Spring Mountain Rd,AN6HjBZeEcLgekQawgmS3w,89146,20,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Bacchus Wine And Tapas,Mooresville,NC,3.5,"138 Village View Dr, Ste 107",1VM4RVa2l6OYFhtUM9jwFw,28117,30,11:30-23:0,11:30-23:0,15:0-22:0,15:0-22:0,15:0-22:0,15:0-23:0,CLOSED
Sprouts Farmers Market,Phoenix,AZ,3.5,8040 N 19th Ave,6yweSyPYdBMJd93_pGA2ng,85021,73,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0
Pick Up Stix,Las Vegas,NV,1.5,3850 S Las Vegas Blvd,IOwTrStIy6NinyquhBrLZQ,89109,60,10:0-0:0,10:0-1:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-1:0,10:0-1:0
McDonald's,Phoenix,AZ,2.5,4505 E Cactus Rd,TB7bScfRFBJehXSu_1MMSw,85032,47,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0
Buck & Badger,Madison,WI,2.5,115 State St,NJ4S3JX56JEZGWlAfpF9kw,53703,83,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
NutriShop,Charlotte,NC,4.5,"15205 John J Delaney Dr., Ste B",5mANVLSLwQjZNpisYGbglQ,28277,10,9:30-20:0,9:30-19:0,9:30-20:0,9:30-20:0,9:30-20:0,10:0-19:0,0:0-18:0
McDonald's,University Heights,OH,2,2224 Warrensville Center Rd,2mroQ_qD_5kLTv88zADnXg,44118,19,6:0-23:0,6:0-0:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-0:0,6:0-23:0
QDOBA Mexican Eats,Charlotte,NC,3,"8200 Providence Rd, Ste 100",gI6rLFU0jwO-wHEsl__5QQ,28277,15,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,0:0-0:0,11:0-22:0,11:0-22:0
Soul Foo Young,Las Vegas,NV,4.5,1216 W Owens Ave,jOMtqF2XnRgOZ2eOVLoxGA,89108,55,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,CLOSED,11:0-18:0,11:0-18:0
Pizzalicious,Las Vegas,NV,4,5447 S Rainbow Blvd,KyzPvdGPb2ubVlXJrS2QPA,89118,204,11:0-22:0,11:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-0:0,12:0-23:0
Market Cafe Vdara,Las Vegas,NV,3,2600 W Harmon Ave,CCVh8YKdN3c-WgqEbzya3A,89158,202,6:0-0:0,6:0-0:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-0:0,6:0-0:0
Deep Sea Seafood Market,Charlotte,NC,4.5,10020 Monroe Rd,dy9VGj4N-sJD1bGse9y9Zw,28270,167,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,0:0-0:0,11:0-20:0,CLOSED
Steak and Shake,Garfield Heights,OH,2,9401 Vista Way,gvTPEOdT-mdJbsmyZ4YVdQ,44125,26,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0
Carl's Jr,Glendale,AZ,2.5,9360 W Northern Ave,y0phdNciJfDRahaIpoqKkg,85305,30,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Capriotti's Sandwich Shop,Las Vegas,NV,4,4480 Paradise Rd,Wfl_ch21ojyHsPnkvvnstw,89169,408,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Panera Bread,Glendale,AZ,2.5,7700 W Arrowhead Towne Ctr,6syNyecOEcdrp1Q7gv4XhQ,85308,19,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,8:0-18:0
Little Caesars Pizza,Goodyear,AZ,2.5,406 N. Litchfield,lAHMg3pbNUqkHbvclEZ0Zg,85338,13,10:30-22:0,10:30-23:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-22:0
Clean Juice,Charlotte,NC,3.5,"1616 Camden Rd, Ste 130",F3-3hzo-ScZlOO4MdhQyUg,28203,42,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,8:0-20:0,9:0-18:0
Jimmy John's,Mesa,AZ,2.5,5229 S Power Rd,IzE7CcTrNjIe7SPDQGrCiA,85212,42,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED
Millie's Homemade Ice Cream,Pittsburgh,PA,4.5,232 S Highland Ave,Z2NIEKTVVP2nEmOF4jNxqQ,15206,310,12:0-22:0,12:0-23:0,12:0-22:0,12:0-22:0,0:0-0:0,12:0-23:0,12:0-22:0
Zeppe's Tavern & Pizzeria,Newbury,OH,3,11110 Kinsman Rd,3YyG6npW4_PbreY6lGwmYg,44065,33,11:0-0:0,11:0-2:30,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:30,11:0-0:0
Lucille's Smokehouse Bar-B-Que,Tempe,AZ,3.5,2030 E Rio Salado Pkwy,PRbIMseOwPCCRv5C4SfTDQ,85281,744,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-22:0
Eat By Stacey Weber,Phoenix,AZ,4.5,"4740 E Shea Blvd, Ste 109",fg69aogbeD-GKjmr_4cN4w,85028,67,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-17:0,10:0-17:0
Fluff Ice,Las Vegas,NV,4.5,"6825 W Russell Rd, Ste 135",puJy3AfEZLNbRmr7WWHOLg,89118,126,12:0-20:0,12:0-17:0,12:0-20:0,12:0-20:0,0:0-0:0,12:0-21:0,12:0-20:0
